
param Generacion :=
25 13 19 0.092
25 13 20 0.0
25 13 21 0.0
25 13 22 0.0
25 13 23 0.0
25 13 24 0.0
25 14 1 0.0
25 14 2 0.0
25 14 3 0.0
25 14 4 0.0
25 14 5 0.0
25 14 6 0.0937
25 14 7 0.2931
25 14 8 0.4587
25 14 9 0.6619
25 14 10 0.8926
25 14 11 0.9174
25 14 12 0.9132
25 14 13 0.8948
25 14 14 0.9371
25 14 15 0.8732
25 14 16 0.6865
25 14 17 0.5061
25 14 18 0.3093
25 14 19 0.1001
25 14 20 0.0
25 14 21 0.0
25 14 22 0.0
25 14 23 0.0
25 14 24 0.0
25 15 1 0.0
25 15 2 0.0
25 15 3 0.0
25 15 4 0.0
25 15 5 0.0
25 15 6 0.1059
25 15 7 0.2705
25 15 8 0.4758
25 15 9 0.7002
25 15 10 0.8968
25 15 11 0.8967
25 15 12 0.9472
25 15 13 0.9663
25 15 14 1.0091
25 15 15 0.7857
25 15 16 0.7025
25 15 17 0.47
25 15 18 0.2978
25 15 19 0.1077
25 15 20 0.0
25 15 21 0.0
25 15 22 0.0
25 15 23 0.0
25 15 24 0.0
25 16 1 0.0
25 16 2 0.0
25 16 3 0.0
25 16 4 0.0
25 16 5 0.0
25 16 6 0.0987
25 16 7 0.3097
25 16 8 0.4651
25 16 9 0.7601
25 16 10 0.8523
25 16 11 1.0145
25 16 12 0.9436
25 16 13 0.9974
25 16 14 0.9527
25 16 15 0.806
25 16 16 0.7612
25 16 17 0.5333
25 16 18 0.314
25 16 19 0.0975
25 16 20 0.0
25 16 21 0.0
25 16 22 0.0
25 16 23 0.0
25 16 24 0.0
25 17 1 0.0
25 17 2 0.0
25 17 3 0.0
25 17 4 0.0
25 17 5 0.0
25 17 6 0.1042
25 17 7 0.3248
25 17 8 0.5248
25 17 9 0.7503
25 17 10 0.8745
25 17 11 0.9263
25 17 12 1.035
25 17 13 0.9936
25 17 14 0.8828
25 17 15 0.8364
25 17 16 0.6443
25 17 17 0.461
25 17 18 0.3062
25 17 19 0.1017
25 17 20 0.0
25 17 21 0.0
25 17 22 0.0
25 17 23 0.0
25 17 24 0.0
25 18 1 0.0
25 18 2 0.0
25 18 3 0.0
25 18 4 0.0
25 18 5 0.0
25 18 6 0.1012
25 18 7 0.2806
25 18 8 0.5161
25 18 9 0.7148
25 18 10 0.8999
25 18 11 0.8868
25 18 12 0.9725
25 18 13 0.9412
25 18 14 0.8791
25 18 15 0.7897
25 18 16 0.6412
25 18 17 0.4929
25 18 18 0.2906
25 18 19 0.0964
25 18 20 0.0
25 18 21 0.0
25 18 22 0.0
25 18 23 0.0
25 18 24 0.0
25 19 1 0.0
25 19 2 0.0
25 19 3 0.0
25 19 4 0.0
25 19 5 0.0
25 19 6 0.0976
25 19 7 0.3028
25 19 8 0.5394
25 19 9 0.7529
25 19 10 0.7822
25 19 11 1.0198
25 19 12 1.0011
25 19 13 0.9261
25 19 14 0.9852
25 19 15 0.8971
25 19 16 0.7295
25 19 17 0.5449
25 19 18 0.2705
25 19 19 0.1023
25 19 20 0.0
25 19 21 0.0
25 19 22 0.0
25 19 23 0.0
25 19 24 0.0
25 20 1 0.0
25 20 2 0.0
25 20 3 0.0
25 20 4 0.0
25 20 5 0.0
25 20 6 0.1001
25 20 7 0.2858
25 20 8 0.5145
25 20 9 0.6892
25 20 10 0.7806
25 20 11 0.9675
25 20 12 0.9819
25 20 13 0.9728
25 20 14 0.8388
25 20 15 0.9032
25 20 16 0.7679
25 20 17 0.4973
25 20 18 0.3127
25 20 19 0.104
25 20 20 0.0
25 20 21 0.0
25 20 22 0.0
25 20 23 0.0
25 20 24 0.0
25 21 1 0.0
25 21 2 0.0
25 21 3 0.0
25 21 4 0.0
25 21 5 0.0
25 21 6 0.0921
25 21 7 0.2761
25 21 8 0.5366
25 21 9 0.6458
25 21 10 0.8976
25 21 11 0.9374
25 21 12 0.926
25 21 13 0.9067
25 21 14 0.9641
25 21 15 0.8522
25 21 16 0.632
25 21 17 0.4951
25 21 18 0.3043
25 21 19 0.0912
25 21 20 0.0
25 21 21 0.0
25 21 22 0.0
25 21 23 0.0
25 21 24 0.0
25 22 1 0.0
25 22 2 0.0
25 22 3 0.0
25 22 4 0.0
25 22 5 0.0
25 22 6 0.098
25 22 7 0.3184
25 22 8 0.4801
25 22 9 0.7673
25 22 10 0.9094
25 22 11 0.9851
25 22 12 0.9301
25 22 13 1.064
25 22 14 0.8834
25 22 15 0.8764
25 22 16 0.7131
25 22 17 0.4744
25 22 18 0.3268
25 22 19 0.1056
25 22 20 0.0
25 22 21 0.0
25 22 22 0.0
25 22 23 0.0
25 22 24 0.0
25 23 1 0.0
25 23 2 0.0
25 23 3 0.0
25 23 4 0.0
25 23 5 0.0
25 23 6 0.0956
25 23 7 0.3197
25 23 8 0.5008
25 23 9 0.7375
25 23 10 0.9336
25 23 11 0.9858
25 23 12 1.0103
25 23 13 0.9328
25 23 14 0.9506
25 23 15 0.8447
25 23 16 0.7105
25 23 17 0.5493
25 23 18 0.3088
25 23 19 0.1026
25 23 20 0.0
25 23 21 0.0
25 23 22 0.0
25 23 23 0.0
25 23 24 0.0
25 24 1 0.0
25 24 2 0.0
25 24 3 0.0
25 24 4 0.0
25 24 5 0.0
25 24 6 0.105
25 24 7 0.277
25 24 8 0.5151
25 24 9 0.675
25 24 10 0.8144
25 24 11 0.9439
25 24 12 0.9484
25 24 13 0.9026
25 24 14 1.0063
25 24 15 0.9136
25 24 16 0.7558
25 24 17 0.5426
25 24 18 0.3027
25 24 19 0.1099
25 24 20 0.0
25 24 21 0.0
25 24 22 0.0
25 24 23 0.0
25 24 24 0.0
25 25 1 0.0
25 25 2 0.0
25 25 3 0.0
25 25 4 0.0
25 25 5 0.0
25 25 6 0.1057
25 25 7 0.2797
25 25 8 0.5311
25 25 9 0.7323
25 25 10 0.8109
25 25 11 0.955
25 25 12 1.0933
25 25 13 1.0562
25 25 14 0.8307
25 25 15 0.9213
25 25 16 0.7466
25 25 17 0.4592
25 25 18 0.2717
25 25 19 0.1055
25 25 20 0.0
25 25 21 0.0
25 25 22 0.0
25 25 23 0.0
25 25 24 0.0
25 26 1 0.0
25 26 2 0.0
25 26 3 0.0
25 26 4 0.0
25 26 5 0.0
25 26 6 0.0916
25 26 7 0.2895
25 26 8 0.5418
25 26 9 0.6674
25 26 10 0.8638
25 26 11 1.0396
25 26 12 1.0729
25 26 13 1.0581
25 26 14 0.9775
25 26 15 0.8773
25 26 16 0.7002
25 26 17 0.4785
25 26 18 0.2893
25 26 19 0.0959
25 26 20 0.0
25 26 21 0.0
25 26 22 0.0
25 26 23 0.0
25 26 24 0.0
25 27 1 0.0
25 27 2 0.0
25 27 3 0.0
25 27 4 0.0
25 27 5 0.0
25 27 6 0.1067
25 27 7 0.3286
25 27 8 0.5083
25 27 9 0.6825
25 27 10 0.8617
25 27 11 0.9904
25 27 12 1.0901
25 27 13 0.9264
25 27 14 0.9405
25 27 15 0.9057
25 27 16 0.7183
25 27 17 0.4956
25 27 18 0.3022
25 27 19 0.1036
25 27 20 0.0
25 27 21 0.0
25 27 22 0.0
25 27 23 0.0
25 27 24 0.0
25 28 1 0.0
25 28 2 0.0
25 28 3 0.0
25 28 4 0.0
25 28 5 0.0
25 28 6 0.1007
25 28 7 0.2701
25 28 8 0.4677
25 28 9 0.6951
25 28 10 0.9334
25 28 11 1.0262
25 28 12 1.0303
25 28 13 0.9279
25 28 14 0.8585
25 28 15 0.8872
25 28 16 0.7412
25 28 17 0.5066
25 28 18 0.2843
25 28 19 0.096
25 28 20 0.0
25 28 21 0.0
25 28 22 0.0
25 28 23 0.0
25 28 24 0.0
25 29 1 0.0
25 29 2 0.0
25 29 3 0.0
25 29 4 0.0
25 29 5 0.0
25 29 6 0.0961
25 29 7 0.3079
25 29 8 0.4954
25 29 9 0.6712
25 29 10 0.9176
25 29 11 0.9024
25 29 12 1.0894
25 29 13 0.9198
25 29 14 0.9722
25 29 15 0.8816
25 29 16 0.6929
25 29 17 0.4841
25 29 18 0.2835
25 29 19 0.0967
25 29 20 0.0
25 29 21 0.0
25 29 22 0.0
25 29 23 0.0
25 29 24 0.0
25 30 1 0.0
25 30 2 0.0
25 30 3 0.0
25 30 4 0.0
25 30 5 0.0
25 30 6 0.1093
25 30 7 0.2758
25 30 8 0.5227
25 30 9 0.6501
25 30 10 0.7862
25 30 11 0.9509
25 30 12 0.9033
25 30 13 0.9875
25 30 14 0.9345
25 30 15 0.8753
25 30 16 0.763
25 30 17 0.4587
25 30 18 0.3079
25 30 19 0.107
25 30 20 0.0
25 30 21 0.0
25 30 22 0.0
25 30 23 0.0
25 30 24 0.0
25 31 1 0.0
25 31 2 0.0
25 31 3 0.0
25 31 4 0.0
25 31 5 0.0
25 31 6 0.1074
25 31 7 0.2907
25 31 8 0.545
25 31 9 0.6929
25 31 10 0.8288
25 31 11 0.9588
25 31 12 0.9694
25 31 13 1.0623
25 31 14 0.8687
25 31 15 0.9187
25 31 16 0.7375
25 31 17 0.5082
25 31 18 0.3042
25 31 19 0.0969
25 31 20 0.0
25 31 21 0.0
25 31 22 0.0
25 31 23 0.0
25 31 24 0.0
25 32 1 0.0
25 32 2 0.0
25 32 3 0.0
25 32 4 0.0
25 32 5 0.0
25 32 6 0.0979
25 32 7 0.3182
25 32 8 0.4742
25 32 9 0.636
25 32 10 0.9022
25 32 11 0.9108
25 32 12 1.0149
25 32 13 1.0275
25 32 14 0.9284
25 32 15 0.8989
25 32 16 0.7327
25 32 17 0.518
25 32 18 0.3256
25 32 19 0.0983
25 32 20 0.0
25 32 21 0.0
25 32 22 0.0
25 32 23 0.0
25 32 24 0.0
25 33 1 0.0
25 33 2 0.0
25 33 3 0.0
25 33 4 0.0
25 33 5 0.0
25 33 6 0.1022
25 33 7 0.2752
25 33 8 0.4878
25 33 9 0.6964
25 33 10 0.9225
25 33 11 0.8787
25 33 12 1.0397
25 33 13 0.9727
25 33 14 0.868
25 33 15 0.8829
25 33 16 0.6304
25 33 17 0.5245
25 33 18 0.2903
25 33 19 0.0965
25 33 20 0.0
25 33 21 0.0
25 33 22 0.0
25 33 23 0.0
25 33 24 0.0
26 2 1 0.0
26 2 2 0.0
26 2 3 0.0
26 2 4 0.0
26 2 5 0.0
26 2 6 0.1005
26 2 7 0.2871
26 2 8 0.4693
26 2 9 0.7593
26 2 10 0.8985
26 2 11 0.9167
26 2 12 0.9857
26 2 13 1.0184
26 2 14 0.9177
26 2 15 0.866
26 2 16 0.6597
26 2 17 0.5018
26 2 18 0.3091
26 2 19 0.1097
26 2 20 0.0
26 2 21 0.0
26 2 22 0.0
26 2 23 0.0
26 2 24 0.0
26 3 1 0.0
26 3 2 0.0
26 3 3 0.0
26 3 4 0.0
26 3 5 0.0
26 3 6 0.1007
26 3 7 0.2928
26 3 8 0.5039
26 3 9 0.6414
26 3 10 0.7751
26 3 11 0.9659
26 3 12 0.9682
26 3 13 1.0617
26 3 14 0.8926
26 3 15 0.9312
26 3 16 0.7325
26 3 17 0.5433
26 3 18 0.3165
26 3 19 0.0933
26 3 20 0.0
26 3 21 0.0
26 3 22 0.0
26 3 23 0.0
26 3 24 0.0
26 4 1 0.0
26 4 2 0.0
26 4 3 0.0
26 4 4 0.0
26 4 5 0.0
26 4 6 0.1074
26 4 7 0.3
26 4 8 0.4845
26 4 9 0.7164
26 4 10 0.8229
26 4 11 0.8678
26 4 12 0.9063
26 4 13 0.8976
26 4 14 0.909
26 4 15 0.8911
26 4 16 0.7382
26 4 17 0.4739
26 4 18 0.3028
26 4 19 0.0977
26 4 20 0.0
26 4 21 0.0
26 4 22 0.0
26 4 23 0.0
26 4 24 0.0
26 5 1 0.0
26 5 2 0.0
26 5 3 0.0
26 5 4 0.0
26 5 5 0.0
26 5 6 0.1044
26 5 7 0.2823
26 5 8 0.4794
26 5 9 0.6974
26 5 10 0.7791
26 5 11 1.0125
26 5 12 1.0108
26 5 13 1.0144
26 5 14 0.8885
26 5 15 0.9007
26 5 16 0.7145
26 5 17 0.4894
26 5 18 0.3234
26 5 19 0.1042
26 5 20 0.0
26 5 21 0.0
26 5 22 0.0
26 5 23 0.0
26 5 24 0.0
26 6 1 0.0
26 6 2 0.0
26 6 3 0.0
26 6 4 0.0
26 6 5 0.0
26 6 6 0.0971
26 6 7 0.2822
26 6 8 0.5167
26 6 9 0.7164
26 6 10 0.8304
26 6 11 0.8672
26 6 12 0.9507
26 6 13 0.9499
26 6 14 0.9871
26 6 15 0.8236
26 6 16 0.678
26 6 17 0.4891
26 6 18 0.271
26 6 19 0.0975
26 6 20 0.0
26 6 21 0.0
26 6 22 0.0
26 6 23 0.0
26 6 24 0.0
26 7 1 0.0
26 7 2 0.0
26 7 3 0.0
26 7 4 0.0
26 7 5 0.0
26 7 6 0.1074
26 7 7 0.2738
26 7 8 0.5263
26 7 9 0.752
26 7 10 0.8146
26 7 11 1.0434
26 7 12 1.0763
26 7 13 1.0017
26 7 14 0.8608
26 7 15 0.9269
26 7 16 0.7418
26 7 17 0.4726
26 7 18 0.2941
26 7 19 0.0948
26 7 20 0.0
26 7 21 0.0
26 7 22 0.0
26 7 23 0.0
26 7 24 0.0
26 8 1 0.0
26 8 2 0.0
26 8 3 0.0
26 8 4 0.0
26 8 5 0.0
26 8 6 0.1082
26 8 7 0.2831
26 8 8 0.511
26 8 9 0.7147
26 8 10 0.8265
26 8 11 0.8673
26 8 12 0.9313
26 8 13 1.0047
26 8 14 0.9743
26 8 15 0.8083
26 8 16 0.7622
26 8 17 0.4589
26 8 18 0.3137
26 8 19 0.0953
26 8 20 0.0
26 8 21 0.0
26 8 22 0.0
26 8 23 0.0
26 8 24 0.0
26 9 1 0.0
26 9 2 0.0
26 9 3 0.0
26 9 4 0.0
26 9 5 0.0
26 9 6 0.0923
26 9 7 0.2958
26 9 8 0.4676
26 9 9 0.6569
26 9 10 0.8738
26 9 11 1.022
26 9 12 0.9758
26 9 13 0.953
26 9 14 0.9322
26 9 15 0.8909
26 9 16 0.6336
26 9 17 0.461
26 9 18 0.3076
26 9 19 0.1049
26 9 20 0.0
26 9 21 0.0
26 9 22 0.0
26 9 23 0.0
26 9 24 0.0
26 10 1 0.0
26 10 2 0.0
26 10 3 0.0
26 10 4 0.0
26 10 5 0.0
26 10 6 0.1044
26 10 7 0.3256
26 10 8 0.5158
26 10 9 0.6302
26 10 10 0.7931
26 10 11 1.0025
26 10 12 1.0104
26 10 13 1.0471
26 10 14 0.8573
26 10 15 0.7853
26 10 16 0.6758
26 10 17 0.5077
26 10 18 0.3241
26 10 19 0.1091
26 10 20 0.0
26 10 21 0.0
26 10 22 0.0
26 10 23 0.0
26 10 24 0.0
26 11 1 0.0
26 11 2 0.0
26 11 3 0.0
26 11 4 0.0
26 11 5 0.0
26 11 6 0.0944
26 11 7 0.3179
26 11 8 0.5044
26 11 9 0.6505
26 11 10 0.7959
26 11 11 0.9886
26 11 12 1.0782
26 11 13 0.973
26 11 14 0.912
26 11 15 0.8428
26 11 16 0.7065
26 11 17 0.4622
26 11 18 0.3131
26 11 19 0.106
26 11 20 0.0
26 11 21 0.0
26 11 22 0.0
26 11 23 0.0
26 11 24 0.0
26 12 1 0.0
26 12 2 0.0
26 12 3 0.0
26 12 4 0.0
26 12 5 0.0
26 12 6 0.1011
26 12 7 0.2775
26 12 8 0.452
26 12 9 0.7106
26 12 10 0.8636
26 12 11 1.019
26 12 12 0.9777
26 12 13 0.9641
26 12 14 0.9623
26 12 15 0.877
26 12 16 0.7658
26 12 17 0.5469
26 12 18 0.3083
26 12 19 0.1099
26 12 20 0.0
26 12 21 0.0
26 12 22 0.0
26 12 23 0.0
26 12 24 0.0
26 13 1 0.0
26 13 2 0.0
26 13 3 0.0
26 13 4 0.0
26 13 5 0.0
26 13 6 0.0933
26 13 7 0.3064
26 13 8 0.5079
26 13 9 0.6928
26 13 10 0.7702
26 13 11 1.0043
26 13 12 0.9164
26 13 13 1.0016
26 13 14 0.981
26 13 15 0.9264
26 13 16 0.6623
26 13 17 0.4781
26 13 18 0.2989
26 13 19 0.0937
26 13 20 0.0
26 13 21 0.0
26 13 22 0.0
26 13 23 0.0
26 13 24 0.0
26 14 1 0.0
26 14 2 0.0
26 14 3 0.0
26 14 4 0.0
26 14 5 0.0
26 14 6 0.0929
26 14 7 0.2797
26 14 8 0.5254
26 14 9 0.7209
26 14 10 0.8656
26 14 11 1.0223
26 14 12 1.0394
26 14 13 0.9021
26 14 14 0.9228
26 14 15 0.8342
26 14 16 0.7242
26 14 17 0.4802
26 14 18 0.3013
26 14 19 0.1037
26 14 20 0.0
26 14 21 0.0
26 14 22 0.0
26 14 23 0.0
26 14 24 0.0
26 15 1 0.0
26 15 2 0.0
26 15 3 0.0
26 15 4 0.0
26 15 5 0.0
26 15 6 0.1078
26 15 7 0.3283
26 15 8 0.4931
26 15 9 0.6681
26 15 10 0.7817
26 15 11 0.9097
26 15 12 0.9769
26 15 13 1.0289
26 15 14 0.8533
26 15 15 0.8513
26 15 16 0.766
26 15 17 0.4656
26 15 18 0.2869
26 15 19 0.1091
26 15 20 0.0
26 15 21 0.0
26 15 22 0.0
26 15 23 0.0
26 15 24 0.0
26 16 1 0.0
26 16 2 0.0
26 16 3 0.0
26 16 4 0.0
26 16 5 0.0
26 16 6 0.1023
26 16 7 0.2988
26 16 8 0.4625
26 16 9 0.7324
26 16 10 0.8784
26 16 11 0.9276
26 16 12 1.0968
26 16 13 1.0479
26 16 14 0.8843
26 16 15 0.9251
26 16 16 0.7405
26 16 17 0.4705
26 16 18 0.2713
26 16 19 0.1023
26 16 20 0.0
26 16 21 0.0
26 16 22 0.0
26 16 23 0.0
26 16 24 0.0
26 17 1 0.0
26 17 2 0.0
26 17 3 0.0
26 17 4 0.0
26 17 5 0.0
26 17 6 0.1098
26 17 7 0.2949
26 17 8 0.5387
26 17 9 0.7462
26 17 10 0.8698
26 17 11 0.9156
26 17 12 0.9577
26 17 13 0.9776
26 17 14 0.8915
26 17 15 0.902
26 17 16 0.68
26 17 17 0.4601
26 17 18 0.2931
26 17 19 0.096
26 17 20 0.0
26 17 21 0.0
26 17 22 0.0
26 17 23 0.0
26 17 24 0.0
26 18 1 0.0
26 18 2 0.0
26 18 3 0.0
26 18 4 0.0
26 18 5 0.0
26 18 6 0.0902
26 18 7 0.3079
26 18 8 0.4779
26 18 9 0.6756
26 18 10 0.845
26 18 11 0.9102
26 18 12 0.952
26 18 13 1.0639
26 18 14 0.9734
26 18 15 0.9329
26 18 16 0.6347
26 18 17 0.5027
26 18 18 0.2982
26 18 19 0.1009
26 18 20 0.0
26 18 21 0.0
26 18 22 0.0
26 18 23 0.0
26 18 24 0.0
26 19 1 0.0
26 19 2 0.0
26 19 3 0.0
26 19 4 0.0
26 19 5 0.0
26 19 6 0.1022
26 19 7 0.2809
26 19 8 0.4586
26 19 9 0.6799
26 19 10 0.8212
26 19 11 0.9458
26 19 12 1.0694
26 19 13 0.9331
26 19 14 0.89
26 19 15 0.7706
26 19 16 0.6347
26 19 17 0.5016
26 19 18 0.3152
26 19 19 0.0917
26 19 20 0.0
26 19 21 0.0
26 19 22 0.0
26 19 23 0.0
26 19 24 0.0
26 20 1 0.0
26 20 2 0.0
26 20 3 0.0
26 20 4 0.0
26 20 5 0.0
26 20 6 0.108
26 20 7 0.3229
26 20 8 0.5022
26 20 9 0.6613
26 20 10 0.77
26 20 11 0.8964
26 20 12 1.0692
26 20 13 0.9939
26 20 14 0.8668
26 20 15 0.893
26 20 16 0.6776
26 20 17 0.4628
26 20 18 0.3099
26 20 19 0.1038
26 20 20 0.0
26 20 21 0.0
26 20 22 0.0
26 20 23 0.0
26 20 24 0.0
26 21 1 0.0
26 21 2 0.0
26 21 3 0.0
26 21 4 0.0
26 21 5 0.0
26 21 6 0.105
26 21 7 0.3261
26 21 8 0.5216
26 21 9 0.7211
26 21 10 0.8039
26 21 11 0.9765
26 21 12 1.0299
26 21 13 1.0652
26 21 14 0.8818
26 21 15 0.9081
26 21 16 0.7246
26 21 17 0.5287
26 21 18 0.2827
26 21 19 0.0941
26 21 20 0.0
26 21 21 0.0
26 21 22 0.0
26 21 23 0.0
26 21 24 0.0
26 22 1 0.0
26 22 2 0.0
26 22 3 0.0
26 22 4 0.0
26 22 5 0.0
26 22 6 0.0914
26 22 7 0.2983
26 22 8 0.5042
26 22 9 0.7375
26 22 10 0.7703
26 22 11 1.0082
26 22 12 0.9866
26 22 13 1.0216
26 22 14 0.9924
26 22 15 0.858
26 22 16 0.6516
26 22 17 0.5489
26 22 18 0.3243
26 22 19 0.0995
26 22 20 0.0
26 22 21 0.0
26 22 22 0.0
26 22 23 0.0
26 22 24 0.0
26 23 1 0.0
26 23 2 0.0
26 23 3 0.0
26 23 4 0.0
26 23 5 0.0
26 23 6 0.0971
26 23 7 0.3185
26 23 8 0.5313
26 23 9 0.7094
26 23 10 0.9115
26 23 11 1.011
26 23 12 1.0703
26 23 13 0.9565
26 23 14 0.8875
26 23 15 0.9219
26 23 16 0.7288
26 23 17 0.5327
26 23 18 0.3088
26 23 19 0.1003
26 23 20 0.0
26 23 21 0.0
26 23 22 0.0
26 23 23 0.0
26 23 24 0.0
26 24 1 0.0
26 24 2 0.0
26 24 3 0.0
26 24 4 0.0
26 24 5 0.0
26 24 6 0.0992
26 24 7 0.3157
26 24 8 0.4811
26 24 9 0.684
26 24 10 0.7689
26 24 11 0.9631
26 24 12 0.9188
26 24 13 1.064
26 24 14 0.9468
26 24 15 0.8341
26 24 16 0.7387
26 24 17 0.4552
26 24 18 0.2752
26 24 19 0.1086
26 24 20 0.0
26 24 21 0.0
26 24 22 0.0
26 24 23 0.0
26 24 24 0.0
26 25 1 0.0
26 25 2 0.0
26 25 3 0.0
26 25 4 0.0
26 25 5 0.0
26 25 6 0.1068
26 25 7 0.2791
26 25 8 0.5099
26 25 9 0.7575
26 25 10 0.905
26 25 11 0.9128
26 25 12 1.0665
26 25 13 0.9683
26 25 14 0.8626
26 25 15 0.9307
26 25 16 0.6634
26 25 17 0.5175
26 25 18 0.281
26 25 19 0.1097
26 25 20 0.0
26 25 21 0.0
26 25 22 0.0
26 25 23 0.0
26 25 24 0.0
26 26 1 0.0
26 26 2 0.0
26 26 3 0.0
26 26 4 0.0
26 26 5 0.0
26 26 6 0.1074
26 26 7 0.2865
26 26 8 0.5309
26 26 9 0.7064
26 26 10 0.8009
26 26 11 0.9292
26 26 12 1.0807
26 26 13 0.9957
26 26 14 0.8356
26 26 15 0.9247
26 26 16 0.7078
26 26 17 0.4659
26 26 18 0.3021
26 26 19 0.1094
26 26 20 0.0
26 26 21 0.0
26 26 22 0.0
26 26 23 0.0
26 26 24 0.0
26 27 1 0.0
26 27 2 0.0
26 27 3 0.0
26 27 4 0.0
26 27 5 0.0
26 27 6 0.1048
26 27 7 0.3222
26 27 8 0.5103
26 27 9 0.6612
26 27 10 0.8463
26 27 11 0.9346
26 27 12 1.0743
26 27 13 0.9316
26 27 14 0.9416
26 27 15 0.846
26 27 16 0.7232
26 27 17 0.5364
26 27 18 0.3155
26 27 19 0.1075
26 27 20 0.0
26 27 21 0.0
26 27 22 0.0
26 27 23 0.0
26 27 24 0.0
26 28 1 0.0
26 28 2 0.0
26 28 3 0.0
26 28 4 0.0
26 28 5 0.0
26 28 6 0.1051
26 28 7 0.311
26 28 8 0.4679
26 28 9 0.6525
26 28 10 0.8957
26 28 11 1.018
26 28 12 1.0134
26 28 13 0.9687
26 28 14 0.8389
26 28 15 0.9044
26 28 16 0.6918
26 28 17 0.5384
26 28 18 0.312
26 28 19 0.1067
26 28 20 0.0
26 28 21 0.0
26 28 22 0.0
26 28 23 0.0
26 28 24 0.0
26 29 1 0.0
26 29 2 0.0
26 29 3 0.0
26 29 4 0.0
26 29 5 0.0
26 29 6 0.0996
26 29 7 0.3273
26 29 8 0.533
26 29 9 0.6634
26 29 10 0.8348
26 29 11 0.9194
26 29 12 1.0727
26 29 13 1.0544
26 29 14 0.8982
26 29 15 0.781
26 29 16 0.6666
26 29 17 0.496
26 29 18 0.2778
26 29 19 0.1055
26 29 20 0.0
26 29 21 0.0
26 29 22 0.0
26 29 23 0.0
26 29 24 0.0
26 30 1 0.0
26 30 2 0.0
26 30 3 0.0
26 30 4 0.0
26 30 5 0.0
26 30 6 0.0936
26 30 7 0.3075
26 30 8 0.5351
26 30 9 0.6586
26 30 10 0.7668
26 30 11 0.9172
26 30 12 0.9027
26 30 13 0.9573
26 30 14 0.8923
26 30 15 0.9098
26 30 16 0.7458
26 30 17 0.5252
26 30 18 0.2756
26 30 19 0.0918
26 30 20 0.0
26 30 21 0.0
26 30 22 0.0
26 30 23 0.0
26 30 24 0.0
26 31 1 0.0
26 31 2 0.0
26 31 3 0.0
26 31 4 0.0
26 31 5 0.0
26 31 6 0.1056
26 31 7 0.309
26 31 8 0.4871
26 31 9 0.6806
26 31 10 0.8278
26 31 11 0.8569
26 31 12 1.0681
26 31 13 0.9994
26 31 14 0.8477
26 31 15 0.8816
26 31 16 0.7446
26 31 17 0.5139
26 31 18 0.3161
26 31 19 0.0995
26 31 20 0.0
26 31 21 0.0
26 31 22 0.0
26 31 23 0.0
26 31 24 0.0
26 32 1 0.0
26 32 2 0.0
26 32 3 0.0
26 32 4 0.0
26 32 5 0.0
26 32 6 0.0992
26 32 7 0.2905
26 32 8 0.5253
26 32 9 0.676
26 32 10 0.82
26 32 11 0.9576
26 32 12 0.9136
26 32 13 1.0123
26 32 14 0.9261
26 32 15 0.8417
26 32 16 0.6411
26 32 17 0.5141
26 32 18 0.3272
26 32 19 0.106
26 32 20 0.0
26 32 21 0.0
26 32 22 0.0
26 32 23 0.0
26 32 24 0.0
26 33 1 0.0
26 33 2 0.0
26 33 3 0.0
26 33 4 0.0
26 33 5 0.0
26 33 6 0.1032
26 33 7 0.276
26 33 8 0.4811
26 33 9 0.7152
26 33 10 0.7844
26 33 11 0.9881
26 33 12 0.9219
26 33 13 0.9772
26 33 14 0.8364
26 33 15 0.8426
26 33 16 0.6748
26 33 17 0.525
26 33 18 0.2929
26 33 19 0.1057
26 33 20 0.0
26 33 21 0.0
26 33 22 0.0
26 33 23 0.0
26 33 24 0.0
27 2 1 0.0
27 2 2 0.0
27 2 3 0.0
27 2 4 0.0
27 2 5 0.0
27 2 6 0.1062
27 2 7 0.2903
27 2 8 0.5465
27 2 9 0.6536
27 2 10 0.9303
27 2 11 0.9882
27 2 12 1.0569
27 2 13 1.02
27 2 14 0.9173
27 2 15 0.8001
27 2 16 0.7213
27 2 17 0.4551
27 2 18 0.2982
27 2 19 0.0916
27 2 20 0.0
27 2 21 0.0
27 2 22 0.0
27 2 23 0.0
27 2 24 0.0
27 3 1 0.0
27 3 2 0.0
27 3 3 0.0
27 3 4 0.0
27 3 5 0.0
27 3 6 0.1061
27 3 7 0.3084
27 3 8 0.4906
27 3 9 0.681
27 3 10 0.7899
27 3 11 0.9853
27 3 12 1.0422
27 3 13 0.9306
27 3 14 0.8335
27 3 15 0.8015
27 3 16 0.7511
27 3 17 0.4691
27 3 18 0.3024
27 3 19 0.1082
27 3 20 0.0
27 3 21 0.0
27 3 22 0.0
27 3 23 0.0
27 3 24 0.0
27 4 1 0.0
27 4 2 0.0
27 4 3 0.0
27 4 4 0.0
27 4 5 0.0
27 4 6 0.0915
27 4 7 0.2724
27 4 8 0.4992
27 4 9 0.6993
27 4 10 0.8795
27 4 11 0.8558
27 4 12 0.9885
27 4 13 1.0482
27 4 14 0.89
27 4 15 0.7975
27 4 16 0.7599
27 4 17 0.4812
27 4 18 0.3104
27 4 19 0.0909
27 4 20 0.0
27 4 21 0.0
27 4 22 0.0
27 4 23 0.0
27 4 24 0.0
27 5 1 0.0
27 5 2 0.0
27 5 3 0.0
