
param Demanda :=
23 15 3 0.412
23 15 4 0.4243
23 15 5 0.3959
23 15 6 0.5255
23 15 7 0.7069
23 15 8 0.6842
23 15 9 0.6453
23 15 10 0.611
23 15 11 0.6819
23 15 12 0.4971
23 15 13 0.6095
23 15 14 0.5587
23 15 15 0.5883
23 15 16 0.6331
23 15 17 0.4888
23 15 18 0.4868
23 15 19 0.6981
23 15 20 0.7682
23 15 21 0.9689
23 15 22 0.8331
23 15 23 0.6558
23 15 24 0.5714
23 16 1 0.3209
23 16 2 0.3598
23 16 3 0.352
23 16 4 0.3218
23 16 5 0.3368
23 16 6 0.3407
23 16 7 0.3391
23 16 8 0.5954
23 16 9 0.6361
23 16 10 0.5143
23 16 11 0.5155
23 16 12 0.9496
23 16 13 0.8786
23 16 14 0.6955
23 16 15 0.7203
23 16 16 0.6232
23 16 17 0.5206
23 16 18 0.4961
23 16 19 0.6674
23 16 20 0.7502
23 16 21 0.7535
23 16 22 0.6818
23 16 23 0.714
23 16 24 0.603
23 17 1 0.3045
23 17 2 0.3172
23 17 3 0.2411
23 17 4 0.2674
23 17 5 0.3016
23 17 6 0.3325
23 17 7 0.3871
23 17 8 0.3778
23 17 9 0.4403
23 17 10 0.4794
23 17 11 0.4795
23 17 12 0.5541
23 17 13 0.5848
23 17 14 0.5017
23 17 15 0.4806
23 17 16 0.3988
23 17 17 0.495
23 17 18 0.6237
23 17 19 0.9672
23 17 20 0.9312
23 17 21 0.9255
23 17 22 0.7115
23 17 23 0.5904
23 17 24 0.4497
23 18 1 0.2809
23 18 2 0.2713
23 18 3 0.256
23 18 4 0.2782
23 18 5 0.2296
23 18 6 0.4299
23 18 7 0.4038
23 18 8 0.3823
23 18 9 0.3862
23 18 10 0.4462
23 18 11 0.3818
23 18 12 0.4896
23 18 13 0.6067
23 18 14 0.3724
23 18 15 0.3726
23 18 16 0.4298
23 18 17 0.5036
23 18 18 0.5336
23 18 19 0.7503
23 18 20 0.8347
23 18 21 1.0082
23 18 22 1.0188
23 18 23 0.6652
23 18 24 0.3587
23 19 1 0.3202
23 19 2 0.3438
23 19 3 0.4073
23 19 4 0.3619
23 19 5 0.3462
23 19 6 0.3517
23 19 7 0.3997
23 19 8 0.604
23 19 9 0.6145
23 19 10 0.4766
23 19 11 0.6136
23 19 12 1.0113
23 19 13 0.959
23 19 14 0.8101
23 19 15 0.6057
23 19 16 0.6179
23 19 17 0.5859
23 19 18 0.455
23 19 19 0.5664
23 19 20 0.6965
23 19 21 0.8904
23 19 22 0.7127
23 19 23 0.6611
23 19 24 0.5883
23 20 1 0.3434
23 20 2 0.4128
23 20 3 0.3522
23 20 4 0.3656
23 20 5 0.361
23 20 6 0.3957
23 20 7 0.3407
23 20 8 0.5468
23 20 9 0.6291
23 20 10 0.5094
23 20 11 0.5774
23 20 12 0.9125
23 20 13 0.9389
23 20 14 0.7389
23 20 15 0.6781
23 20 16 0.6586
23 20 17 0.5461
23 20 18 0.5152
23 20 19 0.5925
23 20 20 0.6592
23 20 21 0.8459
23 20 22 0.669
23 20 23 0.6315
23 20 24 0.5836
23 21 1 0.3076
23 21 2 0.3028
23 21 3 0.2484
23 21 4 0.2572
23 21 5 0.3013
23 21 6 0.299
23 21 7 0.3454
23 21 8 0.4056
23 21 9 0.4308
23 21 10 0.4364
23 21 11 0.5322
23 21 12 0.5449
23 21 13 0.496
23 21 14 0.5061
23 21 15 0.4903
23 21 16 0.3805
23 21 17 0.5352
23 21 18 0.6029
23 21 19 1.0075
23 21 20 0.9889
23 21 21 0.9829
23 21 22 0.795
23 21 23 0.6022
23 21 24 0.4622
23 22 1 0.4774
23 22 2 0.3963
23 22 3 0.4074
23 22 4 0.4578
23 22 5 0.3601
23 22 6 0.5557
23 22 7 0.731
23 22 8 0.6273
23 22 9 0.5586
23 22 10 0.611
23 22 11 0.6698
23 22 12 0.5315
23 22 13 0.6125
23 22 14 0.6381
23 22 15 0.6417
23 22 16 0.5774
23 22 17 0.4497
23 22 18 0.499
23 22 19 0.7351
23 22 20 0.7396
23 22 21 0.9512
23 22 22 0.7806
23 22 23 0.7021
23 22 24 0.6233
23 23 1 0.2735
23 23 2 0.2469
23 23 3 0.2728
23 23 4 0.2645
23 23 5 0.2508
23 23 6 0.4389
23 23 7 0.6527
23 23 8 0.4129
23 23 9 0.4552
23 23 10 0.3448
23 23 11 0.3804
23 23 12 0.5428
23 23 13 0.4388
23 23 14 0.39
23 23 15 0.3669
23 23 16 0.3975
23 23 17 0.5003
23 23 18 0.354
23 23 19 0.6009
23 23 20 0.7693
23 23 21 1.096
23 23 22 0.8629
23 23 23 0.7283
23 23 24 0.3654
23 24 1 0.3466
23 24 2 0.4056
23 24 3 0.4059
23 24 4 0.3219
23 24 5 0.3575
23 24 6 0.3849
23 24 7 0.3386
23 24 8 0.523
23 24 9 0.6005
23 24 10 0.474
23 24 11 0.6156
23 24 12 1.0537
23 24 13 1.0157
23 24 14 0.71
23 24 15 0.7134
23 24 16 0.7131
23 24 17 0.592
23 24 18 0.4596
23 24 19 0.604
23 24 20 0.7194
23 24 21 0.7916
23 24 22 0.6591
23 24 23 0.6906
23 24 24 0.5457
23 25 1 0.2671
23 25 2 0.2497
23 25 3 0.2757
23 25 4 0.2285
23 25 5 0.2107
23 25 6 0.43
23 25 7 0.6776
23 25 8 0.4137
23 25 9 0.4193
23 25 10 0.3292
23 25 11 0.3603
23 25 12 0.5539
23 25 13 0.4163
23 25 14 0.4021
23 25 15 0.3611
23 25 16 0.4382
23 25 17 0.4889
23 25 18 0.3647
23 25 19 0.5767
23 25 20 0.833
23 25 21 1.0358
23 25 22 0.9382
23 25 23 0.6425
23 25 24 0.3482
23 26 1 0.2938
23 26 2 0.275
23 26 3 0.2799
23 26 4 0.2827
23 26 5 0.255
23 26 6 0.3855
23 26 7 0.3975
23 26 8 0.3601
23 26 9 0.379
23 26 10 0.4847
23 26 11 0.3913
23 26 12 0.4551
23 26 13 0.5242
23 26 14 0.4151
23 26 15 0.3928
23 26 16 0.4668
23 26 17 0.4544
23 26 18 0.4903
23 26 19 0.7549
23 26 20 0.9165
23 26 21 1.0404
23 26 22 0.9926
23 26 23 0.5848
23 26 24 0.3997
23 27 1 0.282
23 27 2 0.3003
23 27 3 0.2364
23 27 4 0.2715
23 27 5 0.2972
23 27 6 0.324
23 27 7 0.3618
23 27 8 0.3368
23 27 9 0.4131
23 27 10 0.4254
23 27 11 0.5366
23 27 12 0.6021
23 27 13 0.5369
23 27 14 0.5001
23 27 15 0.4836
23 27 16 0.3863
23 27 17 0.4763
23 27 18 0.6489
23 27 19 0.9595
23 27 20 1.0948
23 27 21 0.9781
23 27 22 0.7575
23 27 23 0.6181
23 27 24 0.4261
23 28 1 0.2997
23 28 2 0.2822
23 28 3 0.2465
23 28 4 0.2555
23 28 5 0.2458
23 28 6 0.4425
23 28 7 0.3975
23 28 8 0.3703
23 28 9 0.3485
23 28 10 0.4203
23 28 11 0.398
23 28 12 0.4456
23 28 13 0.5605
23 28 14 0.385
23 28 15 0.4466
23 28 16 0.4653
23 28 17 0.4326
23 28 18 0.5579
23 28 19 0.8266
23 28 20 0.916
23 28 21 1.0491
23 28 22 1.0067
23 28 23 0.6935
23 28 24 0.3377
23 29 1 0.291
23 29 2 0.289
23 29 3 0.2829
23 29 4 0.2577
23 29 5 0.2229
23 29 6 0.4195
23 29 7 0.4537
23 29 8 0.367
23 29 9 0.3471
23 29 10 0.4125
23 29 11 0.3714
23 29 12 0.4316
23 29 13 0.5562
23 29 14 0.3659
23 29 15 0.3818
23 29 16 0.4917
23 29 17 0.4816
23 29 18 0.4959
23 29 19 0.7824
23 29 20 0.9677
23 29 21 0.9504
23 29 22 1.0282
23 29 23 0.6378
23 29 24 0.3348
23 30 1 0.4745
23 30 2 0.3837
23 30 3 0.3753
23 30 4 0.4408
23 30 5 0.3928
23 30 6 0.5685
23 30 7 0.6864
23 30 8 0.6147
23 30 9 0.6309
23 30 10 0.5973
23 30 11 0.6669
23 30 12 0.5049
23 30 13 0.5535
23 30 14 0.5692
23 30 15 0.5917
23 30 16 0.5633
23 30 17 0.5236
23 30 18 0.507
23 30 19 0.6622
23 30 20 0.851
23 30 21 1.0241
23 30 22 0.7492
23 30 23 0.6181
23 30 24 0.5757
23 31 1 0.2527
23 31 2 0.233
23 31 3 0.2373
23 31 4 0.2439
23 31 5 0.2105
23 31 6 0.4089
23 31 7 0.7489
23 31 8 0.4673
23 31 9 0.4436
23 31 10 0.3695
23 31 11 0.3953
23 31 12 0.4879
23 31 13 0.3602
23 31 14 0.4113
23 31 15 0.3382
23 31 16 0.3822
23 31 17 0.5279
23 31 18 0.3315
23 31 19 0.6062
23 31 20 0.8772
23 31 21 0.9864
23 31 22 0.9382
23 31 23 0.6657
23 31 24 0.3304
23 32 1 0.2601
23 32 2 0.2606
23 32 3 0.2649
23 32 4 0.2452
23 32 5 0.2325
23 32 6 0.4093
23 32 7 0.6229
23 32 8 0.466
23 32 9 0.4774
23 32 10 0.3431
23 32 11 0.3679
23 32 12 0.5503
23 32 13 0.3687
23 32 14 0.3593
23 32 15 0.358
23 32 16 0.4285
23 32 17 0.5009
23 32 18 0.3384
23 32 19 0.651
23 32 20 0.8347
23 32 21 1.0889
23 32 22 0.8244
23 32 23 0.6416
23 32 24 0.3615
23 33 1 0.3548
23 33 2 0.3541
23 33 3 0.353
23 33 4 0.3531
23 33 5 0.3371
23 33 6 0.3616
23 33 7 0.36
23 33 8 0.5934
23 33 9 0.5732
23 33 10 0.4743
23 33 11 0.6016
23 33 12 0.987
23 33 13 0.8602
23 33 14 0.6719
23 33 15 0.6539
23 33 16 0.6519
23 33 17 0.527
23 33 18 0.4611
23 33 19 0.6118
23 33 20 0.7383
23 33 21 0.8077
23 33 22 0.7282
23 33 23 0.6213
23 33 24 0.5601
24 2 1 0.2987
24 2 2 0.2306
24 2 3 0.2788
24 2 4 0.2537
24 2 5 0.2481
24 2 6 0.439
24 2 7 0.6306
24 2 8 0.4828
24 2 9 0.4724
24 2 10 0.3772
24 2 11 0.3483
24 2 12 0.4613
24 2 13 0.4039
24 2 14 0.4103
24 2 15 0.3375
24 2 16 0.3705
24 2 17 0.5116
24 2 18 0.3242
24 2 19 0.6405
24 2 20 0.8892
24 2 21 1.0874
24 2 22 0.8043
24 2 23 0.6638
24 2 24 0.3891
24 3 1 0.306
24 3 2 0.254
24 3 3 0.2426
24 3 4 0.2912
24 3 5 0.25
24 3 6 0.4126
24 3 7 0.426
24 3 8 0.3434
24 3 9 0.3686
24 3 10 0.4244
24 3 11 0.4163
24 3 12 0.4119
24 3 13 0.5049
24 3 14 0.4271
24 3 15 0.393
24 3 16 0.4139
24 3 17 0.4686
24 3 18 0.5114
24 3 19 0.7442
24 3 20 0.8679
24 3 21 1.0347
24 3 22 1.0962
24 3 23 0.6643
24 3 24 0.3955
24 4 1 0.2926
24 4 2 0.2786
24 4 3 0.2539
24 4 4 0.276
24 4 5 0.2377
24 4 6 0.404
24 4 7 0.4482
24 4 8 0.3416
24 4 9 0.3281
24 4 10 0.4302
24 4 11 0.4332
24 4 12 0.4321
24 4 13 0.5452
24 4 14 0.3932
24 4 15 0.3816
24 4 16 0.4768
24 4 17 0.4519
24 4 18 0.4965
24 4 19 0.7887
24 4 20 0.9341
24 4 21 0.968
24 4 22 0.9827
24 4 23 0.6283
24 4 24 0.3526
24 5 1 0.4524
24 5 2 0.429
24 5 3 0.3917
24 5 4 0.4476
24 5 5 0.3539
24 5 6 0.4874
24 5 7 0.7397
24 5 8 0.6314
24 5 9 0.5728
24 5 10 0.5751
24 5 11 0.5677
24 5 12 0.5664
24 5 13 0.568
24 5 14 0.6078
24 5 15 0.6388
24 5 16 0.6433
24 5 17 0.4527
24 5 18 0.5901
24 5 19 0.6523
24 5 20 0.7649
24 5 21 1.0728
24 5 22 0.827
24 5 23 0.6543
24 5 24 0.555
24 6 1 0.3094
24 6 2 0.3614
24 6 3 0.3863
24 6 4 0.3459
24 6 5 0.3432
24 6 6 0.3844
24 6 7 0.3708
24 6 8 0.5606
24 6 9 0.5757
24 6 10 0.5204
24 6 11 0.5332
24 6 12 0.9387
24 6 13 0.9474
24 6 14 0.7347
24 6 15 0.6376
24 6 16 0.6661
24 6 17 0.5805
24 6 18 0.455
24 6 19 0.669
24 6 20 0.6592
24 6 21 0.7801
24 6 22 0.791
24 6 23 0.616
24 6 24 0.5993
24 7 1 0.2951
24 7 2 0.3015
24 7 3 0.2659
24 7 4 0.2794
24 7 5 0.3384
24 7 6 0.3297
24 7 7 0.394
24 7 8 0.3381
24 7 9 0.4391
24 7 10 0.4807
24 7 11 0.5486
24 7 12 0.5485
24 7 13 0.566
24 7 14 0.5436
24 7 15 0.4371
24 7 16 0.4567
24 7 17 0.5157
24 7 18 0.6159
24 7 19 0.9642
24 7 20 0.9466
24 7 21 0.9391
24 7 22 0.7291
24 7 23 0.6892
24 7 24 0.4576
24 8 1 0.305
24 8 2 0.3134
24 8 3 0.2696
24 8 4 0.2602
24 8 5 0.3189
24 8 6 0.3164
24 8 7 0.3828
24 8 8 0.3543
24 8 9 0.3816
24 8 10 0.493
24 8 11 0.5804
24 8 12 0.5697
24 8 13 0.5416
24 8 14 0.5473
24 8 15 0.4449
24 8 16 0.4139
24 8 17 0.5417
24 8 18 0.6285
24 8 19 0.9401
24 8 20 0.9601
24 8 21 0.9536
24 8 22 0.7751
24 8 23 0.6591
24 8 24 0.4193
24 9 1 0.315
24 9 2 0.2911
24 9 3 0.2464
24 9 4 0.2817
24 9 5 0.3049
24 9 6 0.3516
24 9 7 0.3647
24 9 8 0.3484
24 9 9 0.4042
24 9 10 0.4371
24 9 11 0.4946
24 9 12 0.5905
24 9 13 0.5457
24 9 14 0.5244
24 9 15 0.4303
24 9 16 0.4074
24 9 17 0.5674
24 9 18 0.626
24 9 19 0.8621
24 9 20 0.9684
24 9 21 0.8108
24 9 22 0.7471
24 9 23 0.6523
24 9 24 0.4435
24 10 1 0.2591
24 10 2 0.2732
24 10 3 0.2639
24 10 4 0.2558
24 10 5 0.2442
24 10 6 0.4124
24 10 7 0.7467
24 10 8 0.4492
24 10 9 0.4602
24 10 10 0.3309
24 10 11 0.3617
24 10 12 0.5088
24 10 13 0.3633
24 10 14 0.3904
24 10 15 0.3958
24 10 16 0.4444
24 10 17 0.5359
24 10 18 0.3733
24 10 19 0.6434
24 10 20 0.7722
24 10 21 0.9682
24 10 22 0.7813
24 10 23 0.711
24 10 24 0.371
24 11 1 0.2755
24 11 2 0.249
24 11 3 0.2588
24 11 4 0.2524
24 11 5 0.2282
24 11 6 0.4362
24 11 7 0.4732
24 11 8 0.3934
24 11 9 0.3859
24 11 10 0.485
24 11 11 0.4142
24 11 12 0.4074
24 11 13 0.5327
24 11 14 0.3716
24 11 15 0.3867
24 11 16 0.4719
24 11 17 0.5123
24 11 18 0.4877
24 11 19 0.7409
24 11 20 0.8292
24 11 21 0.9642
24 11 22 1.0565
24 11 23 0.5997
24 11 24 0.4041
24 12 1 0.2595
24 12 2 0.2557
24 12 3 0.2388
24 12 4 0.2354
24 12 5 0.2127
24 12 6 0.4573
24 12 7 0.6943
24 12 8 0.4484
24 12 9 0.4364
24 12 10 0.3257
24 12 11 0.3558
24 12 12 0.4809
24 12 13 0.3924
24 12 14 0.3504
24 12 15 0.3592
24 12 16 0.4056
24 12 17 0.4568
24 12 18 0.3151
24 12 19 0.624
24 12 20 0.7827
24 12 21 0.9984
24 12 22 0.8345
24 12 23 0.7494
24 12 24 0.3771
24 13 1 0.2718
24 13 2 0.2438
24 13 3 0.2718
24 13 4 0.2335
24 13 5 0.2328
24 13 6 0.4107
24 13 7 0.6696
24 13 8 0.443
24 13 9 0.4529
24 13 10 0.3585
24 13 11 0.4163
24 13 12 0.5461
24 13 13 0.4178
24 13 14 0.3853
24 13 15 0.3684
24 13 16 0.4294
24 13 17 0.4789
24 13 18 0.3386
24 13 19 0.6395
24 13 20 0.7975
24 13 21 1.0267
24 13 22 0.7793
24 13 23 0.6389
24 13 24 0.356
24 14 1 0.2618
24 14 2 0.3083
24 14 3 0.2839
24 14 4 0.2966
24 14 5 0.3239
24 14 6 0.3517
24 14 7 0.4108
24 14 8 0.3793
24 14 9 0.4111
24 14 10 0.4534
24 14 11 0.5414
24 14 12 0.4957
24 14 13 0.5128
24 14 14 0.4988
24 14 15 0.499
24 14 16 0.3878
24 14 17 0.4699
24 14 18 0.6663
24 14 19 0.8938
24 14 20 0.903
24 14 21 0.9031
24 14 22 0.7043
24 14 23 0.5834
24 14 24 0.4388
24 15 1 0.3551
24 15 2 0.3649
24 15 3 0.407
24 15 4 0.3374
24 15 5 0.3564
24 15 6 0.349
24 15 7 0.3518
24 15 8 0.5889
24 15 9 0.6135
24 15 10 0.5072
24 15 11 0.6124
24 15 12 1.0954
24 15 13 0.858
24 15 14 0.7259
24 15 15 0.7015
24 15 16 0.6603
24 15 17 0.4862
24 15 18 0.4951
24 15 19 0.592
24 15 20 0.679
24 15 21 0.9034
24 15 22 0.7252
24 15 23 0.6131
24 15 24 0.5913
24 16 1 0.256
24 16 2 0.2672
24 16 3 0.2747
24 16 4 0.2377
24 16 5 0.2299
24 16 6 0.4582
24 16 7 0.7298
24 16 8 0.4342
24 16 9 0.4203
24 16 10 0.3548
24 16 11 0.3691
24 16 12 0.4883
24 16 13 0.404
24 16 14 0.3687
24 16 15 0.334
24 16 16 0.4285
24 16 17 0.5385
24 16 18 0.3554
24 16 19 0.5567
24 16 20 0.8383
24 16 21 0.9389
24 16 22 0.7886
24 16 23 0.66
24 16 24 0.3496
24 17 1 0.2889
24 17 2 0.2374
24 17 3 0.2421
24 17 4 0.2581
24 17 5 0.2483
24 17 6 0.4776
24 17 7 0.6586
24 17 8 0.4766
24 17 9 0.3962
24 17 10 0.3701
24 17 11 0.3885
24 17 12 0.4632
24 17 13 0.3912
24 17 14 0.3803
24 17 15 0.4037
24 17 16 0.3947
24 17 17 0.4852
24 17 18 0.3358
24 17 19 0.5662
24 17 20 0.816
24 17 21 0.9348
24 17 22 0.8272
24 17 23 0.7031
24 17 24 0.3787
24 18 1 0.4108
24 18 2 0.3878
24 18 3 0.3553
24 18 4 0.4565
24 18 5 0.4097
24 18 6 0.551
24 18 7 0.7348
24 18 8 0.6641
24 18 9 0.6071
24 18 10 0.5485
24 18 11 0.6913
24 18 12 0.4913
24 18 13 0.5725
24 18 14 0.6485
24 18 15 0.6229
24 18 16 0.5827
24 18 17 0.5066
24 18 18 0.5508
24 18 19 0.6714
24 18 20 0.8767
24 18 21 1.0405
24 18 22 0.7648
24 18 23 0.6192
24 18 24 0.5667
24 19 1 0.271
24 19 2 0.2815
24 19 3 0.275
24 19 4 0.2662
24 19 5 0.3207
24 19 6 0.3388
24 19 7 0.3968
24 19 8 0.3807
24 19 9 0.3876
24 19 10 0.4308
24 19 11 0.4776
24 19 12 0.5354
24 19 13 0.5661
24 19 14 0.4643
24 19 15 0.4638
24 19 16 0.3945
24 19 17 0.5418
24 19 18 0.6419
24 19 19 0.9757
24 19 20 1.0627
24 19 21 0.8134
24 19 22 0.6997
24 19 23 0.6831
24 19 24 0.4461
24 20 1 0.2906
24 20 2 0.3327
24 20 3 0.2775
24 20 4 0.2685
24 20 5 0.3361
24 20 6 0.3218
24 20 7 0.4014
24 20 8 0.3735
24 20 9 0.3917
24 20 10 0.5046
24 20 11 0.5232
24 20 12 0.5648
24 20 13 0.5529
24 20 14 0.4987
24 20 15 0.4568
24 20 16 0.3835
24 20 17 0.5063
24 20 18 0.569
24 20 19 0.898
24 20 20 1.0773
24 20 21 0.9584
24 20 22 0.7658
24 20 23 0.5908
24 20 24 0.4741
24 21 1 0.3411
24 21 2 0.3746
24 21 3 0.4004
24 21 4 0.3637
24 21 5 0.3681
24 21 6 0.3312
24 21 7 0.3728
24 21 8 0.5174
24 21 9 0.6083
24 21 10 0.5121
24 21 11 0.5041
24 21 12 0.9558
24 21 13 0.913
24 21 14 0.7928
24 21 15 0.6997
24 21 16 0.5922
24 21 17 0.5655
24 21 18 0.4695
24 21 19 0.5999
24 21 20 0.7716
24 21 21 0.7647
24 21 22 0.7267
24 21 23 0.693
24 21 24 0.5689
24 22 1 0.2747
24 22 2 0.2906
24 22 3 0.2362
24 22 4 0.2858
24 22 5 0.2915
24 22 6 0.3369
24 22 7 0.3479
24 22 8 0.3371
24 22 9 0.4307
24 22 10 0.4622
24 22 11 0.5823
24 22 12 0.5996
24 22 13 0.5384
24 22 14 0.4757
24 22 15 0.4272
24 22 16 0.3861
24 22 17 0.4866
24 22 18 0.587
24 22 19 0.9704
24 22 20 1.0968
24 22 21 0.8239
24 22 22 0.7707
24 22 23 0.6422
24 22 24 0.4485
24 23 1 0.4417
24 23 2 0.4053
24 23 3 0.3922
24 23 4 0.4048
24 23 5 0.3708
24 23 6 0.4786
24 23 7 0.6236
24 23 8 0.6328
24 23 9 0.5735
24 23 10 0.5454
24 23 11 0.6487
24 23 12 0.5218
24 23 13 0.6321
24 23 14 0.5707
24 23 15 0.5612
24 23 16 0.5537
24 23 17 0.4554
24 23 18 0.4944
24 23 19 0.649
24 23 20 0.8232
24 23 21 0.9299
24 23 22 0.7258
24 23 23 0.6291
24 23 24 0.5857
24 24 1 0.3116
24 24 2 0.3589
24 24 3 0.3997
24 24 4 0.33
24 24 5 0.3257
24 24 6 0.3666
24 24 7 0.3733
24 24 8 0.5409
24 24 9 0.6555
24 24 10 0.5027
24 24 11 0.5433
24 24 12 1.0617
24 24 13 0.9467
24 24 14 0.7848
24 24 15 0.6823
24 24 16 0.6981
24 24 17 0.5114
24 24 18 0.5043
24 24 19 0.66
24 24 20 0.6829
24 24 21 0.8436
24 24 22 0.6603
24 24 23 0.6106
24 24 24 0.5658
24 25 1 0.4547
24 25 2 0.4366
24 25 3 0.3694
24 25 4 0.4319
24 25 5 0.3759
24 25 6 0.5156
24 25 7 0.6622
24 25 8 0.7407
24 25 9 0.5495
24 25 10 0.5522
24 25 11 0.6522
24 25 12 0.5676
24 25 13 0.6262
24 25 14 0.6195
24 25 15 0.6253
24 25 16 0.662
24 25 17 0.5254
24 25 18 0.5393
24 25 19 0.6883
24 25 20 0.7695
24 25 21 0.9509
24 25 22 0.7858
24 25 23 0.6318
24 25 24 0.5418
24 26 1 0.4889
24 26 2 0.4074
24 26 3 0.3945
24 26 4 0.4225
24 26 5 0.4142
24 26 6 0.4772
24 26 7 0.6946
24 26 8 0.6297
24 26 9 0.6412
24 26 10 0.5455
24 26 11 0.5696
24 26 12 0.5583
24 26 13 0.55
24 26 14 0.6206
24 26 15 0.5927
24 26 16 0.6476
24 26 17 0.4887
24 26 18 0.5637
24 26 19 0.6766
24 26 20 0.8451
24 26 21 0.9538
24 26 22 0.8232
24 26 23 0.6151
24 26 24 0.6209
24 27 1 0.2563
24 27 2 0.2417
24 27 3 0.2845
24 27 4 0.2353
24 27 5 0.2326
24 27 6 0.4837
24 27 7 0.7325
24 27 8 0.4425
24 27 9 0.4736
24 27 10 0.3574
24 27 11 0.3439
24 27 12 0.5324
24 27 13 0.4296
24 27 14 0.3633
24 27 15 0.396
24 27 16 0.3817
24 27 17 0.5276
24 27 18 0.3418
24 27 19 0.5644
24 27 20 0.8753
24 27 21 0.9212
24 27 22 0.9012
24 27 23 0.6351
24 27 24 0.3752
24 28 1 0.2569
24 28 2 0.244
24 28 3 0.2421
24 28 4 0.2398
24 28 5 0.2071
24 28 6 0.4174
24 28 7 0.7385
24 28 8 0.4797
24 28 9 0.3982
24 28 10 0.3282
24 28 11 0.3736
24 28 12 0.4621
24 28 13 0.4125
24 28 14 0.3796
24 28 15 0.3931
24 28 16 0.4409
24 28 17 0.4595
24 28 18 0.3272
24 28 19 0.5621
24 28 20 0.7551
24 28 21 1.0775
24 28 22 0.9441
24 28 23 0.7339
24 28 24 0.3612
24 29 1 0.4441
24 29 2 0.3995
24 29 3 0.3872
24 29 4 0.4497
24 29 5 0.3758
24 29 6 0.5372
24 29 7 0.6678
24 29 8 0.7384
24 29 9 0.57
24 29 10 0.5355
24 29 11 0.6004
24 29 12 0.5816
24 29 13 0.6204
24 29 14 0.5968
24 29 15 0.6285
24 29 16 0.5914
24 29 17 0.5131
24 29 18 0.5466
24 29 19 0.781
24 29 20 0.8174
24 29 21 0.9245
24 29 22 0.8012
24 29 23 0.6506
24 29 24 0.6328
24 30 1 0.4761
24 30 2 0.4131
24 30 3 0.4128
24 30 4 0.4688
24 30 5 0.4249
24 30 6 0.507
24 30 7 0.6315
24 30 8 0.7275
24 30 9 0.6261
24 30 10 0.6338
24 30 11 0.6746
24 30 12 0.5808
24 30 13 0.5397
24 30 14 0.5611
24 30 15 0.625
24 30 16 0.6182
24 30 17 0.4711
24 30 18 0.5245
24 30 19 0.6513
24 30 20 0.7948
24 30 21 1.0739
24 30 22 0.7358
24 30 23 0.6738
24 30 24 0.5231
24 31 1 0.3175
24 31 2 0.4086
24 31 3 0.3797
24 31 4 0.3676
24 31 5 0.3679
24 31 6 0.3539
24 31 7 0.3944
24 31 8 0.548
24 31 9 0.6679
24 31 10 0.5109
24 31 11 0.6116
24 31 12 1.074
24 31 13 1.019
24 31 14 0.6761
24 31 15 0.615
24 31 16 0.6746
24 31 17 0.585
24 31 18 0.4755
24 31 19 0.653
24 31 20 0.7943
24 31 21 0.8486
24 31 22 0.6892
24 31 23 0.6502
24 31 24 0.5243
24 32 1 0.4059
24 32 2 0.3935
24 32 3 0.3988
24 32 4 0.4026
24 32 5 0.4139
24 32 6 0.5635
24 32 7 0.7384
24 32 8 0.6571
24 32 9 0.6466
24 32 10 0.5982
24 32 11 0.6302
24 32 12 0.5435
24 32 13 0.5807
24 32 14 0.606
24 32 15 0.6505
24 32 16 0.6641
24 32 17 0.4519
24 32 18 0.4999
24 32 19 0.6879
24 32 20 0.7594
24 32 21 1.0259
24 32 22 0.7545
24 32 23 0.6999
24 32 24 0.6331
24 33 1 0.4159
24 33 2 0.4228
24 33 3 0.4005
24 33 4 0.4006
24 33 5 0.4147
24 33 6 0.5347
24 33 7 0.7365
24 33 8 0.6437
24 33 9 0.6129
24 33 10 0.5881
24 33 11 0.5708
24 33 12 0.5162
24 33 13 0.5696
24 33 14 0.5652
24 33 15 0.6106
24 33 16 0.5997
24 33 17 0.4381
24 33 18 0.5439
24 33 19 0.7667
24 33 20 0.8403
24 33 21 1.0016
24 33 22 0.7124
24 33 23 0.6633
24 33 24 0.545
25 2 1 0.2783
25 2 2 0.3106
25 2 3 0.2401
25 2 4 0.245
25 2 5 0.3324
25 2 6 0.2999
25 2 7 0.374
25 2 8 0.3589
25 2 9 0.393
25 2 10 0.4387
25 2 11 0.4817
25 2 12 0.5766
25 2 13 0.5928
25 2 14 0.5334
25 2 15 0.5013
25 2 16 0.3896
25 2 17 0.5647
25 2 18 0.6043
25 2 19 0.9051
25 2 20 0.9144
25 2 21 0.8726
25 2 22 0.7121
25 2 23 0.5845
25 2 24 0.4656
25 3 1 0.3375
25 3 2 0.3948
25 3 3 0.3672
25 3 4 0.3628
25 3 5 0.3086
25 3 6 0.3926
25 3 7 0.3625
25 3 8 0.6159
25 3 9 0.6039
25 3 10 0.568
25 3 11 0.614
25 3 12 1.0211
25 3 13 1.0038
25 3 14 0.7225
25 3 15 0.6769
25 3 16 0.6536
25 3 17 0.5563
25 3 18 0.4615
25 3 19 0.5848
25 3 20 0.6646
25 3 21 0.7831
25 3 22 0.6781
25 3 23 0.6092
25 3 24 0.5966
25 4 1 0.2779
25 4 2 0.283
25 4 3 0.255
25 4 4 0.279
25 4 5 0.3401
25 4 6 0.3121
25 4 7 0.4063
25 4 8 0.3613
25 4 9 0.4342
25 4 10 0.4781
25 4 11 0.5092
25 4 12 0.5544
25 4 13 0.5414
